task_id,anchor_score,anchor_cost,anchor_memory,anchor_params,anchor_nodes,anchor_file_size,local_pass,local_total,source_label,source_risk,source_matches,known_match_summary,best_seen_score,best_seen_cost,best_seen_attempt,attempt_count,family_primary,family_tags,family_features,shape_profile,public_tail_tags,pseudo_hidden_status,pseudo_hidden_summary,known_prototypes,known_builders,known_reports,next_allowed_action,priority_score
task043,16.129477,7119,6980,139,9,1966,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",16.129477,7119,afr1ste_5689_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 10-10x10-10 -> out 10-10x10-10; pal 2->3,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task044,14.309260,43947,43212,735,298,33172,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v4,"nadeem_6252,octaviograu_6154,biohack44_super",14.632621,31805,blend_v360_score,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 10-10x10-10 -> out 10-10x10-10; pal 9->9,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,5
task045,16.087392,7425,7400,25,14,980,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,nadeem_6252,16.087392,7425,candidate_nadeem6252_plus_ours_v3_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 10-10x10-10 -> out 10-10x10-10; pal 9->9,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task046,14.582911,33426,32560,866,73,5299,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",14.582911,33426,afr1ste_5689_score_n3,76,trim_border,trim_border;reduce,"train=4;test=1;trim_border,out_smaller,color_subset,reduce",in 3-3x9-11 -> out 3-3x7-9; pal 7->6,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,4
task047,16.985664,3024,2988,36,30,3091,3,3,candidate_v4,lb-verified-v4-anchor,biohack44_super;candidate_v2;candidate_v4;nadeem_6252;octaviograu_6154,"nadeem_6252,candidate_v4,octaviograu_6154,biohack44_super",16.985664,3024,biohack44_super_score_n3,76,other,other,"train=2;test=1;shape_preserving,color_superset",in 9-9x9-9 -> out 9-9x9-9; pal 3->4,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task048,16.368586,5605,5539,66,52,5917,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;current_best_6122,"current_best_6122,candidate_v4",16.368586,5605,candidate_bio_t200_t084_score_n3,76,scalar_output,scalar_output;crop,"train=6;test=2;crop,out_smaller,color_subset,scalar_output",in 5-6x5-7 -> out 1-1x1-1; pal 3->2,public_overfit_risk,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,15
task049,14.674879,30489,30339,150,29,3516,3,3,nadeem_6252,public-anchor-candidate,biohack44_super;candidate_v2;nadeem_6252;octaviograu_6154,"nadeem_6252,octaviograu_6154,biohack44_super",14.674879,30489,biohack44_super_score_n3,76,crop,crop,"train=5;test=1;crop,out_smaller,color_subset",in 10-20x10-20 -> out 2-3x2-4; pal 8->5,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,13
task050,15.843588,9475,9225,250,21,2006,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111,"current_best_6122,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",15.843588,9475,afr1ste_5689_score_n3,76,other,other,"train=8;test=1;shape_preserving,color_superset",in 3-12x3-13 -> out 3-12x3-13; pal 2->3,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,0
task051,13.866448,68429,68359,70,58,3352,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,"current_best_6122,nadeem_6252,candidate_v4,afr1ste_5689",13.866448,68429,candidate_v4_plus10_compiler2_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 10-15x12-15 -> out 10-15x12-15; pal 5->5,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,6
task052,17.886858,1228,1185,43,11,986,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",17.886858,1228,afr1ste_5689_score_n3,76,color_fill,color_fill,"train=4;test=1;shape_preserving,color_disjoint,color_fill",in 3-3x3-3 -> out 3-3x3-3; pal 7->2,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task053,21.598803,30,0,30,1,175,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",21.598803,30,afr1ste_5689_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=4;test=2;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 3-3x3-3 -> out 3-3x3-3; pal 3->3,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task054,13.077963,150548,150387,161,107,5551,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;nadeem_6252,"nadeem_6252,candidate_v4",13.077963,150548,candidate_nadeem6252_plus_ours_38_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 30-30x30-30 -> out 30-30x30-30; pal 7->7,public_bottom15;cost_monster_top30;low_score_bottom30,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,"Open semantic-factory pass: inspect examples, write prototype, then stress-test.",79
task055,14.815477,26490,25496,994,166,13497,3,3,candidate_v4,lb-verified-v4-anchor,biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,biohack44_6080",14.820018,26370,afr1ste_5689_score_n3,76,other,other,"train=2;test=1;shape_preserving,color_superset",in 12-18x14-19 -> out 12-18x14-19; pal 2->7,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,3
task056,19.638708,213,136,77,9,815,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;nadeem_6252,"nadeem_6252,candidate_v4",19.638708,213,candidate_nadeem6252_plus_ours_38_score_n3,76,scalar_output,scalar_output;trim_border;reduce,"train=7;test=3;trim_border,out_smaller,color_disjoint,scalar_output,reduce",in 3-3x3-3 -> out 1-1x1-1; pal 5->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,0
task057,14.714521,29304,29284,20,16,1616,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;nadeem_6252,"nadeem_6252,candidate_v4",14.714521,29304,candidate_nadeem6252_plus_ours_38_score_n3,76,reduce,reduce,"train=3;test=1;out_smaller,color_subset,color_superset,color_same,reduce",in 8-8x8-8 -> out 3-3x6-6; pal 4->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,3
task058,15.314295,16086,9660,6426,16,14194,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,"current_best_6122,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",15.314295,16086,candidate_v4_plus10_compiler2_score_n3,76,other,other,"train=5;test=1;shape_preserving,color_superset",in 6-15x6-15 -> out 6-15x6-15; pal 1->2,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,1
task059,15.076171,20411,17858,2553,21,7062,3,3,candidate_v4,lb-verified-v4-anchor,biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,biohack44_6080",15.077347,20387,afr1ste_5689_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 11-11x11-11 -> out 11-11x11-11; pal 5->5,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,2
task060,16.372877,5581,5400,181,20,2458,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",16.372877,5581,afr1ste_5689_score_n3,76,other,other,"train=2;test=1;shape_preserving,color_superset",in 5-5x11-11 -> out 5-5x11-11; pal 5->6,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,0
task061,15.152342,18914,16942,1972,9,17030,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",15.152342,18914,afr1ste_5689_score_n3,76,color_remap,color_remap,"train=4;test=1;shape_preserving,color_subset,color_remap",in 18-18x18-18 -> out 18-18x18-18; pal 9->8,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,12
task062,14.670951,30609,29680,929,217,14479,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",14.670951,30609,afr1ste_5689_score_n3,76,color_fill,color_fill,"train=4;test=1;shape_preserving,color_fill",in 10-10x10-10 -> out 10-10x10-10; pal 6->5,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,3
task063,14.666940,30732,30700,32,34,3709,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",14.666940,30732,afr1ste_5689_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 10-12x10-12 -> out 10-12x10-12; pal 3->4,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,13
task064,13.354705,114153,114061,92,68,7151,3,3,candidate_v4,lb-verified-v4-anchor,biohack44_super;candidate_v2;candidate_v4;nadeem_6252;octaviograu_6154,"nadeem_6252,candidate_v4,octaviograu_6154,biohack44_super",13.354705,114153,biohack44_super_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=4;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 9-14x12-18 -> out 9-14x12-18; pal 6->6,cost_monster_top30;low_score_bottom30;matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,build_task064.py,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,63
task065,14.543691,34763,34700,63,37,2777,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,"current_best_6122,candidate_v4",14.543691,34763,candidate_v4_plus10_compiler2_score_n3,76,crop,crop,"train=3;test=1;crop,out_smaller,color_subset",in 5-11x5-11 -> out 2-5x2-5; pal 5->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,4
task066,13.489738,99734,99596,138,291,16477,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v4,nadeem_6252,15.028480,21408,blend_v360_score,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 10-20x10-20 -> out 10-20x10-20; pal 4->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,7
task067,19.247427,315,282,33,7,892,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",19.247427,315,afr1ste_5689_score_n3,76,reduce,reduce,"train=3;test=1;out_smaller,color_subset,color_superset,color_same,reduce",in 2-4x6-12 -> out 2-4x2-4; pal 6->6,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task068,15.559421,12589,12562,27,24,1602,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",15.559421,12589,afr1ste_5689_score_n3,76,color_remap,color_remap,"train=3;test=1;shape_preserving,color_subset,color_remap",in 10-10x10-10 -> out 10-10x10-10; pal 10->5,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task069,13.667997,83450,82058,1392,380,30645,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,nadeem_6252,13.667997,83450,candidate_nadeem6252_plus_ours_v3_score_n3,76,color_remap,color_remap,"train=2;test=1;shape_preserving,color_subset,color_remap",in 10-10x10-10 -> out 10-10x10-10; pal 6->5,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,7
task070,13.900501,66138,66060,78,71,11844,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",13.900501,66138,afr1ste_5689_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 17-17x17-17 -> out 17-17x17-17; pal 3->4,public_slowest;matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,16
task071,13.226404,129780,128850,930,49,12082,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",13.226404,129780,afr1ste_5689_score_n3,76,color_remap,color_remap,"train=2;test=1;shape_preserving,color_subset,color_remap",in 16-16x16-16 -> out 16-16x16-16; pal 5->3,cost_monster_top30;low_score_bottom30;matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,58
task072,17.822981,1309,1260,49,11,1289,3,3,nadeem_6252,public-anchor-candidate,candidate_v2;nadeem_6252,nadeem_6252,17.822981,1309,candidate_nadeem6252_plus_ours_38_score_n3,76,reduce,reduce,"train=4;test=2;out_smaller,reduce",in 13-13x5-5 -> out 6-6x5-5; pal 3->2,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task073,18.186555,910,0,910,1,3825,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",18.186555,910,afr1ste_5689_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 5-5x5-5 -> out 5-5x5-5; pal 3->3,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task074,15.009189,21825,21780,45,18,1824,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",15.009189,21825,afr1ste_5689_score_n3,76,color_remap,color_remap,"train=4;test=1;shape_preserving,color_subset,color_remap",in 30-30x30-30 -> out 30-30x30-30; pal 10->9,public_slowest;matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,12
